================================================================================
RESULTADOS DE CALIBRACIÓN - ALGORITMO GENÉTICO
================================================================================

RESULTADOS GENERALES:
--------------------------------------------------------------------------------
KGE Final: 0.688750
Total de evaluaciones: 7065
Generaciones completadas: 100
Semilla aleatoria: 42

CONFIGURACIÓN DEL ALGORITMO GENÉTICO:
--------------------------------------------------------------------------------
Generaciones: 100
Tamaño de población: 40
Padres para apareamiento: 20
Tipo de selección: tournament
K-Tournament: 3
Tipo de cruce: single_point
Probabilidad de cruce: 0.9
Tipo de mutación: random
Probabilidad de mutación: 0.2
Porcentaje de genes a mutar: 20
Mantener élite: 5

PARÁMETROS ÓPTIMOS:
--------------------------------------------------------------------------------
kaaa     (por tramo):
  Reach 1: 1.923933
  Reach 2: 2.576514
  Reach 3: 2.829342
  Reach 4: 2.631379
  Reach 5: 2.698193
  Reach 6: 2.535734
  Reach 7: 1.327760
kn       (por tramo):
  Reach 1: 0.000440
  Reach 2: 0.000162
  Reach 3: 0.000804
  Reach 4: 0.000391
  Reach 5: 0.000400
  Reach 6: 0.000255
  Reach 7: 0.001383
kdc      (por tramo):
  Reach 1: 0.788223
  Reach 2: 0.634242
  Reach 3: 0.421594
  Reach 4: 0.104844
  Reach 5: 0.081599
  Reach 6: 0.217510
  Reach 7: 1.072239
kdt      (por tramo):
  Reach 1: 0.094643
  Reach 2: 0.680005
  Reach 3: 0.218878
  Reach 4: 0.569903
  Reach 5: 0.552783
  Reach 6: 0.108105
  Reach 7: 1.789637
khp      (por tramo):
  Reach 1: 0.290142
  Reach 2: 0.564029
  Reach 3: 1.399011
  Reach 4: 1.086449
  Reach 5: 1.436979
  Reach 6: 1.263629
  Reach 7: 0.310282

HISTORIAL DE GENERACIONES:
--------------------------------------------------------------------------------
  Gen |   Mejor KGE Gen |   Mejor KGE Global |     Promedio |        Std
--------------------------------------------------------------------------------
    1 |        0.398983 |           0.398983 |     0.160218 |   0.123085
    2 |        0.409318 |           0.409318 |     0.265010 |   0.111274
    3 |        0.459691 |           0.459691 |     0.318776 |   0.100858
    4 |        0.489049 |           0.489049 |     0.355218 |   0.114239
    5 |        0.489049 |           0.489049 |     0.393739 |   0.084678
    6 |        0.499340 |           0.499340 |     0.385239 |   0.135410
    7 |        0.514965 |           0.514965 |     0.406708 |   0.130220
    8 |        0.514965 |           0.514965 |     0.420821 |   0.119350
    9 |        0.537908 |           0.537908 |     0.393062 |   0.163913
   10 |        0.555602 |           0.555602 |     0.376257 |   0.157590
   11 |        0.580054 |           0.580054 |     0.427212 |   0.144394
   12 |        0.584583 |           0.584583 |     0.448106 |   0.126922
   13 |        0.586813 |           0.586813 |     0.444843 |   0.128632
   14 |        0.586813 |           0.586813 |     0.471744 |   0.126011
   15 |        0.586813 |           0.586813 |     0.480680 |   0.126655
   16 |        0.586813 |           0.586813 |     0.454091 |   0.160003
   17 |        0.586813 |           0.586813 |     0.468208 |   0.135279
   18 |        0.589501 |           0.589501 |     0.451589 |   0.146140
   19 |        0.589501 |           0.589501 |     0.466986 |   0.139140
   20 |        0.589501 |           0.589501 |     0.462580 |   0.144104
   21 |        0.589501 |           0.589501 |     0.475253 |   0.136497
   22 |        0.611801 |           0.611801 |     0.499945 |   0.123515
   23 |        0.611801 |           0.611801 |     0.456246 |   0.164670
   24 |        0.616966 |           0.616966 |     0.520832 |   0.104227
   25 |        0.629577 |           0.629577 |     0.530318 |   0.105091
   26 |        0.629577 |           0.629577 |     0.539643 |   0.105393
   27 |        0.630609 |           0.630609 |     0.537309 |   0.096610
   28 |        0.630609 |           0.630609 |     0.468675 |   0.170548
   29 |        0.630609 |           0.630609 |     0.478169 |   0.142328
   30 |        0.630609 |           0.630609 |     0.488268 |   0.133056
   31 |        0.650291 |           0.650291 |     0.484456 |   0.156468
   32 |        0.650291 |           0.650291 |     0.512492 |   0.144931
   33 |        0.650291 |           0.650291 |     0.536290 |   0.123311
   34 |        0.650291 |           0.650291 |     0.532345 |   0.121250
   35 |        0.650291 |           0.650291 |     0.518328 |   0.134924
   36 |        0.650291 |           0.650291 |     0.535355 |   0.117447
   37 |        0.665961 |           0.665961 |     0.516690 |   0.149771
   38 |        0.665961 |           0.665961 |     0.503053 |   0.152430
   39 |        0.665961 |           0.665961 |     0.536646 |   0.131980
   40 |        0.665961 |           0.665961 |     0.542477 |   0.117956
   41 |        0.665961 |           0.665961 |     0.526312 |   0.141006
   42 |        0.674365 |           0.674365 |     0.542116 |   0.115112
   43 |        0.674365 |           0.674365 |     0.532709 |   0.147131
   44 |        0.674365 |           0.674365 |     0.557111 |   0.106570
   45 |        0.674365 |           0.674365 |     0.554832 |   0.124868
   46 |        0.674365 |           0.674365 |     0.541971 |   0.119883
   47 |        0.674365 |           0.674365 |     0.546098 |   0.132834
   48 |        0.674365 |           0.674365 |     0.500666 |   0.153787
   49 |        0.674365 |           0.674365 |     0.542396 |   0.105316
   50 |        0.676775 |           0.676775 |     0.558851 |   0.117603
   51 |        0.676775 |           0.676775 |     0.543640 |   0.142040
   52 |        0.676775 |           0.676775 |     0.540290 |   0.120306
   53 |        0.676775 |           0.676775 |     0.569274 |   0.138948
   54 |        0.676775 |           0.676775 |     0.525952 |   0.158570
   55 |        0.676775 |           0.676775 |     0.509409 |   0.162294
   56 |        0.679709 |           0.679709 |     0.535174 |   0.134153
   57 |        0.679709 |           0.679709 |     0.554062 |   0.119522
   58 |        0.679709 |           0.679709 |     0.567143 |   0.100689
   59 |        0.683529 |           0.683529 |     0.496641 |   0.162754
   60 |        0.683529 |           0.683529 |     0.553442 |   0.139276
   61 |        0.683529 |           0.683529 |     0.508047 |   0.148472
   62 |        0.683529 |           0.683529 |     0.526046 |   0.147189
   63 |        0.683529 |           0.683529 |     0.536331 |   0.154285
   64 |        0.683529 |           0.683529 |     0.549422 |   0.110699
   65 |        0.683529 |           0.683529 |     0.551799 |   0.130624
   66 |        0.683529 |           0.683529 |     0.558035 |   0.135866
   67 |        0.683529 |           0.683529 |     0.529803 |   0.161753
   68 |        0.683529 |           0.683529 |     0.534524 |   0.131908
   69 |        0.683529 |           0.683529 |     0.521616 |   0.175375
   70 |        0.683529 |           0.683529 |     0.568960 |   0.129098
   71 |        0.683529 |           0.683529 |     0.546011 |   0.122233
   72 |        0.683529 |           0.683529 |     0.542897 |   0.141800
   73 |        0.683529 |           0.683529 |     0.515977 |   0.148479
   74 |        0.683529 |           0.683529 |     0.502691 |   0.151602
   75 |        0.683529 |           0.683529 |     0.545832 |   0.122982
   76 |        0.683529 |           0.683529 |     0.554819 |   0.099900
   77 |        0.683529 |           0.683529 |     0.522815 |   0.146075
   78 |        0.686047 |           0.686047 |     0.559791 |   0.123526
   79 |        0.686047 |           0.686047 |     0.564858 |   0.109195
   80 |        0.686047 |           0.686047 |     0.510145 |   0.151781
   81 |        0.686047 |           0.686047 |     0.525958 |   0.163079
   82 |        0.686047 |           0.686047 |     0.532013 |   0.147152
   83 |        0.686047 |           0.686047 |     0.557199 |   0.119275
   84 |        0.686047 |           0.686047 |     0.560316 |   0.138336
   85 |        0.686047 |           0.686047 |     0.574023 |   0.118444
   86 |        0.686047 |           0.686047 |     0.539230 |   0.142223
   87 |        0.686047 |           0.686047 |     0.549993 |   0.145617
   88 |        0.686047 |           0.686047 |     0.578190 |   0.122742
   89 |        0.686047 |           0.686047 |     0.551752 |   0.126551
   90 |        0.686047 |           0.686047 |     0.547128 |   0.136098
   91 |        0.686047 |           0.686047 |     0.574566 |   0.108011
   92 |        0.686047 |           0.686047 |     0.580480 |   0.077969
   93 |        0.686047 |           0.686047 |     0.530943 |   0.150532
   94 |        0.686047 |           0.686047 |     0.563820 |   0.110180
   95 |        0.686047 |           0.686047 |     0.528604 |   0.138269
   96 |        0.686047 |           0.686047 |     0.530583 |   0.140327
   97 |        0.688750 |           0.688750 |     0.538436 |   0.165213
   98 |        0.688750 |           0.688750 |     0.521274 |   0.161498
   99 |        0.688750 |           0.688750 |     0.555639 |   0.110159
  100 |        0.688750 |           0.688750 |     0.517232 |   0.148745
